asset_id,timestamp,burr_microns,humidity_rh,winding_tension_n,vpd_moisture_rate,tank_bolt_torque_nm,oil_fill_rate_lpm,hydrogen_ppm,acetylene_ppm,ethylene_ppm,transit_impact_g,signature,actual_label
TR-2026-0260,2026-01-04T00:45:00,12.351,27.057,473.723,0.396,175.025,88.171,8.917,1.158,5.129,1.599,89e8be7d4f19985d134bf584cd1437ddf348550e3e98fa60e7177bdb2e3059f1,1
TR-2026-0261,2026-01-04T01:00:00,12.91,49.092,524.958,0.41,181.011,78.46,9.265,0.762,3.005,0.968,fb25fedb66d8096c67746321b1ee6f3f97c2b7a3d48e97df170db58fb6fe868a,1
TR-2026-0262,2026-01-04T01:15:00,14.937,45.629,489.802,0.531,178.275,73.748,11.064,0.585,3.387,1.214,57cb1f9d97f4608289f02b4611248e3a2662218c77b4402bf360a8762bb572f1,1
TR-2026-0263,2026-01-04T01:30:00,12.06,35.407,539.036,0.402,207.655,84.991,1.295,0.943,6.917,1.752,64330f9d7e30c875cbc7e0fd65fa12b2e89de77a363cf6fe81af353b27bd4e6d,1
TR-2026-0264,2026-01-04T01:45:00,8.941,52.297,494.73,0.472,169.725,79.844,5.971,1.159,5.201,1.297,35db63e1e7d79b092691410a29718df119b712d44e00d847b0ce552fbb7aa42f,1
TR-2026-0265,2026-01-04T02:00:00,11.065,39.031,550.439,0.568,197.677,78.958,-0.219,0.093,6.132,1.06,e64f876ac7f37952f6ee1fd20c75c1d9aa0ee9bbd5e7c3acbfc315184598c971,1
TR-2026-0266,2026-01-04T02:15:00,16.928,55.121,520.856,0.421,183.415,86.817,12.8,0.969,5.089,1.609,51a40f06585334fa4817e46f345dfb010ae99cae4c650f0a362cc4b9f8b304eb,1
TR-2026-0267,2026-01-04T02:30:00,14.265,42.643,431.937,0.237,172.783,89.25,8.341,0.874,6.926,0.756,7f574e7084f9b981abc3ea9d49e5fac3e97a485e978e1648d1063acce7b9e176,1
TR-2026-0268,2026-01-04T02:45:00,12.913,39.11,520.991,0.29,201.919,79.547,14.094,0.787,5.542,1.181,09d0104a7d6e83e72e10019ed529ebe52d7f70de22062b65541a04c674736176,1
TR-2026-0269,2026-01-04T03:00:00,10.248,45.953,531.13,0.372,183.499,80.119,14.899,0.764,6.318,1.132,4a68af6fd92692aac743b25c5f2fe817c7d8f7ff448e7c51c09bcd38506c2aef,1
TR-2026-0270,2026-01-04T03:15:00,8.036,41.423,527.369,0.609,187.664,96.07,9.922,1.451,3.911,2.037,78fddf5615586c5f71a64334b8246781846897ae1bffcb8b33b2660cb57d71da,1
TR-2026-0271,2026-01-04T03:30:00,9.701,35.32,601.586,0.532,180.991,94.992,10.063,1.586,1.678,1.107,2ba3ff79bf856379e032398dd5c15e6ce3ad707dd86cf4d2eb06f1ab8ad101d9,1
TR-2026-0272,2026-01-04T03:45:00,6.079,53.483,510.536,0.524,213.317,82.174,6.737,0.847,5.481,1.002,e67d468f867abdebc2aba20465f3e834ee4581f75f6b1b8aaff013949dbb2911,1
TR-2026-0273,2026-01-04T04:00:00,15.172,48.029,448.435,0.327,203.015,88.215,5.713,0.732,4.02,1.458,9d91636424aab50c4c99424e887f4440fbd561801fa223a7252fda6b01d7f562,1
TR-2026-0274,2026-01-04T04:15:00,9.477,47.184,516.506,0.507,170.246,87.857,11.275,0.995,4.209,1.166,2a1cd946265743204f374667f931e455071bd368801a7e1015f19a4c2eec1bff,1
TR-2026-0275,2026-01-04T04:30:00,11.784,55.078,515.834,0.361,179.093,86.607,6.879,0.994,4.784,1.511,9c0b9a692af479b2392a08bee115eb2869e81fb90531090c6b09967d7a8b520a,1
TR-2026-0276,2026-01-04T04:45:00,14.988,37.526,488.376,0.442,179.586,75.893,6.675,0.61,2.992,1.089,4371f577aaa4d0475fc392b259f135b7b26661b9f4a8374f400c681e8a7a42c4,1
TR-2026-0277,2026-01-04T05:00:00,12.598,64.774,525.968,0.421,185.05,87.052,9.306,1.631,2.732,1.501,eb240f1bdc74635121fff901362c22bb4f3ac114430ff832d9913772b7978bbd,1
TR-2026-0278,2026-01-04T05:15:00,7.287,51.166,564.367,0.364,184.893,71.197,4.224,1.219,3.3,0.812,7440890909e172c995a692a3b5697279e3e4df1ac2d0cc9a77ae5efbfc8af54c,1
TR-2026-0279,2026-01-04T05:30:00,10.433,41.233,545.876,0.334,174.136,86.233,10.908,1.295,3.002,1.528,deb8c55ece5c813f43b1a8c6b7f1bfd99928ce88f5f0e7eef05530bae571c5cc,1
TR-2026-0280,2026-01-04T05:45:00,17.479,35.93,566.497,0.384,209.159,89.731,4.952,0.591,5.172,1.568,79e4cbb25f8a3a7b509f98b899ab2eac622f9703e9dd81c578ebe27ec29e73a7,1
TR-2026-0281,2026-01-04T06:00:00,12.134,51.067,524.613,0.321,129.999,113.468,11.646,1.446,5.169,1.301,e91e4d112c76593f3ad298a702ea719bb8c41d549ddbcf2bb8e3585a4f3c0097,-1
TR-2026-0282,2026-01-04T06:15:00,8.254,47.668,526.493,0.519,191.553,86.941,9.67,0.783,4.619,0.946,25724b39560226ab7a1d1eb9c0b8cc326da40c2a2bcebee635b25fa90c4ba542,1
TR-2026-0283,2026-01-04T06:30:00,14.005,39.643,521.814,0.388,178.682,76.001,11.797,1.226,4.806,1.89,762fd11d7a65cf6af367bd86711c797243d7c5edbc1dc73f2ab2c6276845b824,1
TR-2026-0284,2026-01-04T06:45:00,21.095,43.18,528.932,0.41,189.468,91.685,7.658,1.511,4.359,1.295,c3fb11d493a9a96d4094144944dca461d164427448b6a1fcb75fac0e829ed882,1
TR-2026-0285,2026-01-04T07:00:00,13.255,43.928,498.712,0.372,217.061,82.892,3.629,0.521,3.923,1.391,4234ab0b0b25cf70af4360baf206a2797fd06c10491f31c3e527562a4c77b6da,1
TR-2026-0286,2026-01-04T07:15:00,14.03,39.841,531.915,0.362,177.564,77.658,4.435,1.226,5.033,1.542,9a04e681ffe40286c70d46b39f99b7f0d52b151051d308f96a71252adb29cced,1
TR-2026-0287,2026-01-04T07:30:00,14.33,30.91,550.208,0.468,192.525,88.04,5.039,0.201,2.932,1.398,9fa7bf6251037a758899b84a7b651291bb190063fe37348d967516cddc16e213,1
TR-2026-0288,2026-01-04T07:45:00,7.896,79.41,415.947,0.414,168.655,73.624,5.534,0.835,2.229,1.159,4681ab634da89d23d0b1f4ba7b473da70b0c1d690df09c9d834a1c953f4e46d2,-1
TR-2026-0289,2026-01-04T08:00:00,15.074,41.654,499.922,0.566,181.326,93.836,9.287,0.663,4.72,1.312,48055d2c60cb5bed5980d09585bf1dbeeaf6ab1f6a9bd5da86584e11a37d4271,1
TR-2026-0290,2026-01-04T08:15:00,10.355,45.33,517.847,0.52,172.698,93.136,9.399,0.273,5.812,1.982,09fc590096d79d73df134e60707f5c381b4bdabc6b8c5a2981a4a0f6d0239d2b,1
TR-2026-0291,2026-01-04T08:30:00,16.281,45.683,461.847,0.266,188.061,80.264,5.256,0.775,4.923,0.692,a5005b6fde52ad499a652d058615d431ae892245a8dee4a90febce2ff4c49ffe,1
TR-2026-0292,2026-01-04T08:45:00,29.038,36.398,550.442,0.402,191.55,93.779,10.224,1.164,2.273,1.59,fc08a41e75c6092d2c9f2f17e230c5a4ef01b59d5679c8da597ff2a6e60bcef2,-1
TR-2026-0293,2026-01-04T09:00:00,26.519,47.696,490.467,0.315,195.468,86.487,11.448,0.782,1.892,1.538,f953f5f2b3d31560957d9b293dd68ecf46e32cd7af1673b7dc660b64cbee07e3,-1
TR-2026-0294,2026-01-04T09:15:00,10.058,71.727,445.609,0.416,186.289,76.263,8.992,1.445,3.264,1.338,4c076cb020eafbb3fd3813b5a7317eb9595f44381f9010d665bf7d380bc76a2e,-1
TR-2026-0295,2026-01-04T09:30:00,15.244,42.39,513.788,0.412,161.998,75.944,10.883,-0.044,2.851,1.06,90b84fff4e5c70ca75e2342683c797967b391de25338fe5f791412c4c8d47149,1
TR-2026-0296,2026-01-04T09:45:00,14.306,40.543,565.658,0.376,197.109,74.129,11.22,0.638,2.457,1.124,b5daa1bb577699f250075670f17fde90af0a4ba58449dc37560c9e7fb1e8fe69,1
TR-2026-0297,2026-01-04T10:00:00,10.516,49.432,499.595,0.512,190.307,84.513,6.676,0.861,4.825,1.922,d2f73a17495b2651e55b6a5b0e53c77a573fba05c3fac31da987c9c28a3b1f48,1
TR-2026-0298,2026-01-04T10:15:00,14.928,69.708,538.059,0.498,193.448,76.928,6.668,0.598,4.971,1.139,c8e16515a69f597fbe03b1e8534d36d2aae1cc624178205cbb0f5d2ff759b3b2,1
TR-2026-0299,2026-01-04T10:30:00,15.262,51.905,514.34,0.383,198.623,91.191,3.181,0.675,4.248,1.473,efd35da1b593ba1534590dae84545af104ea32ba6cfb40ca0c48e6c355fcb9b0,1
TR-2026-0300,2026-01-04T10:45:00,12.852,49.682,522.245,0.383,181.865,85.152,7.896,0.046,3.404,1.22,ad4537a42a34d5444ce09cb235b9980decf1cc2ed1ec6c9e9dda679a8ee71443,1
TR-2026-0301,2026-01-04T11:00:00,11.26,48.904,482.236,0.287,180.822,91.113,13.063,1.113,1.798,1.119,70f5933e674bc3d85b3aae537ab54b1cea075179411c38c25d461b9a01474615,1
TR-2026-0302,2026-01-04T11:15:00,12.533,49.314,487.903,0.456,190.044,91.605,5.583,0.662,-0.056,0.982,50a1a3440331c0bbdac3179dbed5c5ee4bb71ec01e75e2cc062850f5d83a4884,1
TR-2026-0303,2026-01-04T11:30:00,8.941,46.325,518.042,0.224,187.586,77.573,9.457,0.287,4.045,1.101,fe58bb8214e0282af2381937db2f320e299cd08f8eb6098a49835c61b3651db6,1
TR-2026-0304,2026-01-04T11:45:00,12.374,42.959,466.23,0.302,177.993,84.934,6.175,1.05,3.581,0.862,d67ffa3817614cd779c81caf6b556a7852bf7d36f28acabde224d80d4381c919,1
TR-2026-0305,2026-01-04T12:00:00,12.678,47.599,585.743,0.383,184.118,88.409,7.93,0.6,1.676,1.021,04ef64aeaca235b2f8f0b51524559404866f76c00fd2c2695ed11e7187c9e2f1,1
TR-2026-0306,2026-01-04T12:15:00,6.82,38.635,483.352,0.508,192.213,77.769,7.219,0.057,3.258,1.34,b0dd1d5aa29b8bc23e9c9f5e4a7ea7cefb0309818a343bbe9411de4c0d68a393,1
TR-2026-0307,2026-01-04T12:30:00,9.861,53.415,466.951,0.325,193.516,98.369,9.48,0.784,0.707,0.492,ca7e10f60ffaa8db8cdb96e25ef5a3d29f18dca74ab46d2cb2f2b90a57216180,1
TR-2026-0308,2026-01-04T12:45:00,10.926,36.153,522.294,0.462,196.333,86.093,11.685,0.803,3.827,1.573,003de2ae8a0d24cf7e2a06b3390c3516d02846d6c419e8e58e4d6411532ec170,1
TR-2026-0309,2026-01-04T13:00:00,20.443,48.002,533.329,0.503,207.526,91.34,3.185,1.361,3.489,1.238,76a74a715e12d4aa2e67f50f0f098131979e518160d509fcb18fc2c9d077f39b,1
TR-2026-0310,2026-01-04T13:15:00,13.579,39.789,523.506,0.422,208.1,100.858,8.14,0.826,3.44,1.587,faa4099c7a9bcd2cb243745cd284c3287530329e5470304255a80ddca15c7709,1
TR-2026-0311,2026-01-04T13:30:00,10.736,52.829,501.16,0.446,166.024,90.634,13.823,1.088,6.193,0.904,8e6469caf8433f99d55dda2afa99d7d7d500b9dd5c64d07ca0669561fdc7c844,1
TR-2026-0312,2026-01-04T13:45:00,9.171,43.178,547.027,0.46,168.048,74.48,3.857,0.997,7.096,1.677,7bd194d79af61656f881ca918905167ff376780b64e2247b2a7fc575ce4098e7,1
TR-2026-0313,2026-01-04T14:00:00,16.263,52.491,465.915,0.42,198.146,89.403,4.073,1.044,0.794,1.122,515eb3be32157818988b3190dbca4eb684e4ab5971c3d09dee0aad0f84817f15,1
TR-2026-0314,2026-01-04T14:15:00,12.055,41.008,551.127,0.547,200.72,91.995,11.244,1.093,4.398,1.231,6d8fff8a8ed9f53895f574e9daf4885ba3d6e4dbfcf5ed2c9cfb031828f106e9,1
TR-2026-0315,2026-01-04T14:30:00,8.363,37.358,510.129,0.474,202.29,84.666,11.01,1.232,3.653,1.408,e2738633532161109148c376a36fdf747a8e586a14cee1fcd033a480eb611ce4,1
TR-2026-0316,2026-01-04T14:45:00,15.966,50.087,478.333,0.466,204.777,83.55,9.343,1.018,2.445,1.379,6b703e269ede4b610d4c7b71d312304dd3636056ac8ddd3193c48cfaf78a957b,1
TR-2026-0317,2026-01-04T15:00:00,10.123,53.606,532.486,0.42,190.358,84.519,8.038,1.063,2.909,1.214,a1cb3bb3ae635c6cca597f753d2bde757fa29c01eaff91f6eb3cb9914ef16e24,1
TR-2026-0318,2026-01-04T15:15:00,7.243,37.636,574.887,0.488,169.117,72.677,7.664,1.424,3.72,1.657,a2dfae8796f53169eea525c29eaa4e33537089a84c29c524bd8f0ccff216c0a3,1
TR-2026-0319,2026-01-04T15:30:00,13.414,34.314,552.813,0.417,195.357,78.487,8.531,0.941,3.769,1.342,3858155f36f9f0e9cae1aa7889bd96493c1b649728df39e86099d4ec530be911,1
TR-2026-0320,2026-01-04T15:45:00,10.053,57.844,556.713,0.374,191.821,79.059,4.446,1.214,1.444,1.524,11cb0f0c77c44e74f048a2ed8709954d5f2b1618aded5003e90919d2557ea9b0,1
TR-2026-0321,2026-01-04T16:00:00,11.365,48.278,540.342,0.367,193.613,85.907,4.232,0.732,6.072,1.787,3bc4c1e22671d0d50f3e79480d6f6f7698d39d590e69e848f11895f6c01207e8,1
TR-2026-0322,2026-01-04T16:15:00,8.429,48.925,549.78,0.523,194.419,87.906,7.783,0.557,1.153,1.319,5e403488eb625390a2445419fd61fb1d9841c610866439548f4bfe4cb82e72b8,1
TR-2026-0323,2026-01-04T16:30:00,13.673,34.3,542.576,0.655,185.941,84.507,8.927,1.613,2.465,1.271,bed9c82062615d9506461f664b11420932a0b6b3863a3a3a863c6e87b2f3eda1,1
TR-2026-0324,2026-01-04T16:45:00,10.359,44.603,567.156,0.63,190.378,81.987,15.478,0.629,3.143,0.579,45013d3b456310fbe4da189fe65a97e8c09d84f1209a4565f82ea655c66792ff,1
TR-2026-0325,2026-01-04T17:00:00,14.905,64.342,471.367,0.596,185.842,91.449,3.057,1.387,5.18,1.186,c7f93d18dd8f7253d54f03fffcf6c63bae82c80f06fe1eb2bdcd19367d59e033,1
TR-2026-0326,2026-01-04T17:15:00,9.704,40.364,503.779,0.265,195.341,94.533,5.896,0.939,3.602,1.315,93d24c87e474483432024eb7c85561566338a61f03308786feb82fede3298183,1
TR-2026-0327,2026-01-04T17:30:00,9.35,53.417,517.765,0.652,185.556,77.591,11.681,1.052,5.09,1.617,915f223e4618596073c2e47f73bde4a3691a33822c1009208f2785d8959ef357,1
TR-2026-0328,2026-01-04T17:45:00,11.618,43.628,474.824,0.424,201.037,86.899,3.962,0.178,6.497,1.168,eaa2f22110b2730ae9c4907f2738554c697554312d1853ea4ab17662e699ecae,1
TR-2026-0329,2026-01-04T18:00:00,11.178,33.182,569.808,0.411,201.409,85.413,12.289,0.903,5.28,1.452,409b66034e88e4838da5d8fddb975df35679ac90aa919046ac72532712c8e820,1
TR-2026-0330,2026-01-04T18:15:00,13.044,43.137,587.04,0.359,185.052,85.119,9.207,0.628,4.472,1.141,ca63c037f8bf277324e888ee7fbb25c11147dae0f401901075e4092628f63424,1
TR-2026-0331,2026-01-04T18:30:00,12.029,36.195,459.296,0.464,190.855,89.214,9.702,0.027,1.958,1.891,11a8d1e410c5e24abf38e205473a83994409f30002a6521d7fb2441e356505e3,1
TR-2026-0332,2026-01-04T18:45:00,13.833,39.504,522.789,0.387,191.738,86.094,6.655,0.38,4.402,0.776,c9eef9004aed8473c3e48c18e99d3ad12ab227fb5c64e472940cc78bbea4a141,1
TR-2026-0333,2026-01-04T19:00:00,19.879,55.801,545.142,0.441,161.735,74.422,11.848,0.484,2.951,1.142,c3804019da330012a09b4cdcfb9be861c12f968d5241336a889277f48d42c983,1
TR-2026-0334,2026-01-04T19:15:00,8.32,44.596,488.796,0.376,175.626,89.179,7.304,0.729,4.895,1.15,4d2a2a8a876aaec4e194156209eaf03744633e45ca71a3b988c66a4a6222e647,1
TR-2026-0335,2026-01-04T19:30:00,13.411,50.346,514.852,0.458,175.619,78.115,10.307,0.978,4.683,1.298,25d7db803f738e080c6ab9e49d8778e00d6af16ae685e421f155ba76134608b0,1
TR-2026-0336,2026-01-04T19:45:00,14.089,52.481,551.893,0.44,201.644,86.828,9.897,0.913,4.371,0.942,1421ff79efe21fbd2d266c5fb8141273333f5a6240fda9277240ee6deb59037d,1
TR-2026-0337,2026-01-04T20:00:00,20.536,42.002,522.485,0.405,179.144,97.356,5.981,0.61,1.619,0.935,202c70dfce82f85ba38d909d9ad50bacb2ad3afbab78da4cf4849fe54921c688,1
TR-2026-0338,2026-01-04T20:15:00,13.895,67.398,507.166,0.283,195.8,79.185,11.898,0.687,3.052,1.138,03e7a2a65bf1c92a30c19fca51963dc651ee8e47be9d28e9fff03ba49a1d1ff5,1
TR-2026-0339,2026-01-04T20:30:00,11.318,41.026,513.041,0.323,189.764,70.706,6.668,1.104,4.455,1.407,5e5970935fa9f62ede104b8d285fa858e512c5b1c2735c6ded7c2014ffbf950b,1
TR-2026-0340,2026-01-04T20:45:00,15.509,52.398,535.615,0.543,194.005,81.484,3.968,0.968,4.819,1.582,daf84e5a916f10113ae1437d07e8316b904130980698dc96d8ed87c1cf1fd054,1
TR-2026-0341,2026-01-04T21:00:00,9.281,48.679,517.509,0.261,189.501,70.181,5.164,1.341,6.737,0.775,0d63cfb387b47d9f1cf55a96ebf58de3663dddf5793553f65d820da4342e0ff7,1
TR-2026-0342,2026-01-04T21:15:00,12.128,59.25,502.75,0.402,203.585,82.002,10.167,0.209,3.743,0.619,309a3733f3801c6ec80e8d9de7e02bceece0dfc09786ee7059bb2abbf239f17b,1
TR-2026-0343,2026-01-04T21:30:00,14.518,44.601,508.831,0.375,182.352,87.409,10.949,-0.25,2.752,1.256,d48f915d21e1446a38ec7691b62e43f8e17d25e8d9e788da987164f149ab8bbc,1
TR-2026-0344,2026-01-04T21:45:00,13.21,47.14,509.33,0.397,182.054,94.19,5.804,0.775,4.275,1.746,ea74223265b3e438f8cbf1322d40f4865e6886022cf73595ff2949af692da509,1
TR-2026-0345,2026-01-04T22:00:00,14.876,54.856,517.769,0.429,181.051,82.953,10.563,0.892,4.353,0.806,7648a64903a815427e6517e04d773098493184aee02a4d4b47de35646fc2980f,1
TR-2026-0346,2026-01-04T22:15:00,18.43,43.577,492.883,0.593,188.382,89.625,7.586,0.673,3.746,0.716,0d8328a072d32181145120016c3ae34f0bcdee251c1021a9c5710fb5549cde4a,1
TR-2026-0347,2026-01-04T22:30:00,12.888,59.804,523.01,0.217,183.872,106.916,10.599,0.476,4.887,0.94,5ed6017c00caad2992cf8ba75ed45be5e8a2d56c450972ecbc30a294abc376bb,1
TR-2026-0348,2026-01-04T22:45:00,10.955,45.732,454.475,0.335,185.124,81.735,9.184,0.314,5.071,0.786,2281a496b9930f6aade29fd412bd50dc466aef3acbcfa9a2f4e98c57039e6f8b,1
TR-2026-0349,2026-01-04T23:00:00,6.853,36.26,534.608,0.616,188.781,89.503,8.053,0.389,3.265,0.776,6a577f50f01d90972da316f2f9928983779288f3c27107136c4a92835e59b913,1
TR-2026-0350,2026-01-04T23:15:00,13.205,36.015,531.184,0.32,188.557,81.091,12.22,0.929,5.854,0.936,eeaacadeafd8da7ef63121d44c54c730cd99f1b5b0f4a06a29fe84a9e20f2bdd,1
TR-2026-0351,2026-01-04T23:30:00,9.057,41.691,510.826,0.377,170.414,73.692,0.981,0.377,4.941,0.641,dd8da91c0b1b0265b411c60d2df601730b31f925d8151e10062bf57d84db9b15,1
TR-2026-0352,2026-01-04T23:45:00,17.373,39.908,531.237,0.514,192.95,72.821,7.307,0.153,7.669,0.642,d1b4f6a4760fe429cf04ef6c5efd5645d5d48dd5d363a6fba61ec98801818040,1
TR-2026-0353,2026-01-05T00:00:00,8.878,33.027,567.341,0.692,179.291,74.437,1.289,0.702,3.525,0.972,56612576c5d08e6fa02741e71b5a8e749659e10b8d4fe5382cb16ce17988f496,1
TR-2026-0354,2026-01-05T00:15:00,13.186,47.585,508.936,0.34,192.99,85.1,10.665,1.116,1.867,0.698,1457c707c67c086d406a83ec28e0e38a35fffb3cf4e701c303c8db844fd52a78,1
TR-2026-0355,2026-01-05T00:30:00,8.831,51.042,532.296,0.56,189.758,86.669,11.599,0.988,4.102,1.718,b00db5efeef8ac0933983967e40600d4ab9f14edc595bc50474d9094fdc469fb,1
TR-2026-0356,2026-01-05T00:45:00,11.087,38.297,544.606,0.574,184.393,95.463,2.09,0.778,3.94,0.946,a7867bfb6bc0313ae36e0e7cefe502952a8c5b006f9b537ae9be78083aaa0b9a,1
TR-2026-0357,2026-01-05T01:00:00,11.801,41.738,520.909,0.25,175.882,92.866,6.113,0.468,5.964,1.669,879ccedde03412bc61b03c50dd95b0a4ae8778504ce7359ec1c3f91e7a2ee586,1
TR-2026-0358,2026-01-05T01:15:00,10.635,43.084,491.855,0.351,172.467,80.056,4.896,0.175,4.329,1.282,9cf1b67bb532450f393840c0d174d7418dba145b67b58e1d3683a0c034fcdb10,1
TR-2026-0359,2026-01-05T01:30:00,9.995,47.369,530.945,0.425,193.932,91.202,8.982,0.698,3.464,0.721,cf3145a0a439d1b54670141eb7ffc476386c27cb9c3ebeb185deb8bdd287f158,1
TR-2026-0360,2026-01-05T01:45:00,10.134,36.008,535.397,0.57,174.103,87.268,4.898,0.678,2.965,1.411,90d8caf584cf37515297bf1754b81dde95174cae737dad927f50bf2acbff8386,1
TR-2026-0361,2026-01-05T02:00:00,15.035,43.034,497.264,0.325,188.038,92.162,8.82,1.696,6.145,1.092,8c08237b6e39858561cd0514838eea0e036e8e8bebc3a7b58c21b94c5f24fdd1,1
TR-2026-0362,2026-01-05T02:15:00,13.409,38.296,560.82,0.486,188.078,90.496,13.168,0.868,3.83,1.728,656bbd6d27bdab2443b7d06737a15115c215a6088e67571e6016799587d77768,1
TR-2026-0363,2026-01-05T02:30:00,11.037,45.041,526.838,0.486,168.721,72.66,5.338,0.414,3.034,1.422,5750e32c6a11e2e696d7dc451fa35e9d9945e17025cb2ebff31a1a04a8391ba1,1
TR-2026-0364,2026-01-05T02:45:00,12.589,35.206,503.843,0.509,192.139,79.203,8.485,1.68,3.974,0.957,c7b4f51ebe7f3141e0e61737a7b7cacc9275bbdab1893d0437dfb413e7b722e3,1
TR-2026-0365,2026-01-05T03:00:00,12.277,43.791,518.903,0.306,173.448,83.805,7.504,0.574,3.734,1.221,1b404d98f8f23d4aec6816bb148361415260fef826629faca6ed2939ddad4b9f,1
TR-2026-0366,2026-01-05T03:15:00,11.702,48.193,501.044,0.507,189.509,91.927,10.14,1.035,3.852,1.286,35a10df287cd0d4007a8a4eccd0d19b003e33eb68bf11edfc8b2e1cb72dd8831,1
TR-2026-0367,2026-01-05T03:30:00,10.044,39.973,526.35,0.492,175.111,84.402,7.718,-0.086,3.671,1.145,e25fcb241f4dd3ac37193bc5588d7fe096aa1cd115a438ce3a831f38462a66d4,1
TR-2026-0368,2026-01-05T03:45:00,16.248,35.274,491.138,0.189,179.229,81.835,6.47,1.243,5.291,1.227,9cc217fa74ac8a88c69bee918742e114988d61b6a3491f7e406db3014e3d7e0c,1
TR-2026-0369,2026-01-05T04:00:00,15.079,44.842,491.361,0.278,179.704,91.037,14.83,0.825,2.852,0.785,d7bca848f58a2685dc0d4b723a351fcf4d27e452e4a7a8eae0a8508c16dd1936,1
TR-2026-0370,2026-01-05T04:15:00,6.706,49.403,548.62,0.494,182.364,89.52,8.513,0.489,6.776,1.077,b17b103eae45daed1b2de777f55172e661b6ed9b5bcd4b454ef6e5dfa08dcecd,1
TR-2026-0371,2026-01-05T04:30:00,4.744,55.212,571.407,0.453,191.705,89.468,6.072,1.019,2.787,0.987,6a800f0fafabc8212c34a0c87b4b52e79e7d73b9a9eee10c1b5af83cf8a6355a,1
TR-2026-0372,2026-01-05T04:45:00,14.924,39.349,494.325,0.385,193.792,77.0,9.07,1.099,3.868,1.554,f4e049ce763ad27ce70a6fad2c8f7ad274de973abd0a5330ce54df8fee49b1f6,1
TR-2026-0373,2026-01-05T05:00:00,11.358,37.182,555.601,0.373,189.197,84.429,4.842,0.556,6.074,1.271,5fe95871ab18f3fa943aab2364b08b7f30d948adfdcfdad9ebb5434eca3287ad,1
TR-2026-0374,2026-01-05T05:15:00,12.916,43.831,640.892,0.479,180.433,96.36,2.477,0.838,6.992,1.159,251b1b323052171fb135f8540716f441b7f6abc377b83a2b442bd3dcb52f4791,1
TR-2026-0375,2026-01-05T05:30:00,10.812,56.636,533.162,0.366,176.777,80.522,9.084,1.335,5.579,1.36,275d4de2eda63a29de2e8c0897e1513a2a053ff95792ca39df40795bc0db5497,1
TR-2026-0376,2026-01-05T05:45:00,8.016,49.266,472.909,0.427,188.65,75.899,4.927,0.762,4.755,1.572,c366d142a1079519012ec5c0124ed9cbe9da552f20ea3b1299350debf9ce5937,1
TR-2026-0377,2026-01-05T06:00:00,12.221,39.03,482.518,0.399,189.919,87.693,1.7,0.486,5.807,1.228,0fdb5cf1f6e59cfd4c24489054dc80375acfcc38b5385c72231a7ba2d5c01df0,1
TR-2026-0378,2026-01-05T06:15:00,19.067,44.768,533.452,0.49,180.589,79.179,14.365,1.201,5.233,1.402,df5f6e5b3e1a6c7ed543788802677a7f68857315f7a9edeb8205c396e78ee7eb,1
TR-2026-0379,2026-01-05T06:30:00,15.833,38.255,529.915,0.286,160.51,87.546,5.573,0.004,4.811,1.942,0b25af429a371a53f310f5a1607143afde3adca0aa068c40e4440f36cd2e6d7e,1
TR-2026-0380,2026-01-05T06:45:00,11.228,45.071,551.07,0.562,180.878,85.273,8.902,1.022,3.8,1.158,8357545154eb964b5bdac00300c9406548e6bd45d8763a767efac750bf9322c5,1
TR-2026-0381,2026-01-05T07:00:00,15.629,48.819,580.169,0.411,204.476,89.34,17.813,0.323,2.966,1.347,86729adc427032f7b259692ed806cdde2bede606fd1f5471de817284c51a7a6f,1
TR-2026-0382,2026-01-05T07:15:00,17.85,39.653,551.672,0.566,193.456,77.312,12.223,1.292,4.899,1.272,30a3ec855b5c9748920d2e62d4f659281d4e7f50b8c340ae0daa097e3d96e299,1
TR-2026-0383,2026-01-05T07:30:00,25.491,50.126,521.09,0.365,172.417,78.984,8.666,0.789,4.323,1.375,0e71380698aeede6c9213cda9a7811050127172a383dbe52ce8cc0f1fbf94833,-1
TR-2026-0384,2026-01-05T07:45:00,11.197,41.533,536.884,0.266,175.514,92.849,2.788,1.247,6.267,1.071,2d0208960e03bc3691f5869fe9a9eb31b907aa2d3186c8a5fbf8e88c07c61349,1
TR-2026-0385,2026-01-05T08:00:00,15.357,41.266,550.372,0.383,179.269,78.605,9.028,1.263,3.724,0.755,8dde92dcf1bf56cd322a16340ac1cadb23168ea3f00599443a4a31ada375c48b,1
TR-2026-0386,2026-01-05T08:15:00,13.184,59.753,533.78,0.411,194.194,83.084,6.865,0.417,6.113,0.311,7347502496ddfa5269d8c313a77a09a00a305c181c527e4fcb5d5d474f3f5d4d,1
TR-2026-0387,2026-01-05T08:30:00,10.609,41.717,579.231,0.379,176.839,83.957,9.242,0.623,1.639,0.897,9482b483d6ae2690a1327188fbef189a5c9b05b3a0e958d41993322bd18d3130,1
TR-2026-0388,2026-01-05T08:45:00,12.224,48.609,510.85,0.384,205.131,83.494,6.67,1.238,2.916,0.992,9a342684b87a3012aaeb26eb85ae60112a5ec1e711311cec9fa3877d479be34e,1
